Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad,combined
Defensor San Nicolás,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1981.0,43.0,Defensor San Nicolás-Supe-Lima Región
Defensor Tamará,Omas,Municipal de Yauyos,Copa Perú,Lima Región,1963.0,61.0,Defensor Tamará-Omas-Lima Región
Deportivo Bellavista,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1940.0,84.0,Deportivo Bellavista-Santa María-Lima Región
Deportivo Caujul,Caujul,Ucrucocha,Copa Perú,Lima Región,1939.0,85.0,Deportivo Caujul-Caujul-Lima Región
Deportivo Coopsol,Chancay,Rómulo Shaw Cisneros,Segunda División,Lima Región,2004.0,20.0,Deportivo Coopsol-Chancay-Lima Región
Deportivo Cosmos,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1985.0,39.0,Deportivo Cosmos-Barranca-Lima Región
Deportivo El Potao,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1979.0,45.0,Deportivo El Potao-Barranca-Lima Región
Deportivo Huracán de Trapiche,Santa Rosa de Quives,San Antonio,Copa Perú,Lima Región,2010.0,14.0,Deportivo Huracán de Trapiche-Santa Rosa de Quives-Lima Región
Deportivo Maristas,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,2004.0,20.0,Deportivo Maristas-Huacho-Lima Región
Deportivo Municipal de Amay,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1938.0,86.0,Deportivo Municipal de Amay-Huacho-Lima Región
Deportivo Municipal de Chancay,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1951.0,73.0,Deportivo Municipal de Chancay-Chancay-Lima Región
Deportivo Municipal de Coayllo,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1945.0,79.0,Deportivo Municipal de Coayllo-Coayllo-Lima Región
Deportivo Municipal de Mala,Mala,Municipal de Mala,Copa Perú,Lima Región,1959.0,65.0,Deportivo Municipal de Mala-Mala-Lima Región
Deportivo Municipal del Mazo,Végueta,Eleodoro Medina García,Copa Perú,Lima Región,1941.0,83.0,Deportivo Municipal del Mazo-Végueta-Lima Región
Deportivo Olímpico,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1964.0,60.0,Deportivo Olímpico-Santa María-Lima Región
Deportivo Pacífico,Mala,Municipal de Mala,Copa Perú,Lima Región,1946.0,78.0,Deportivo Pacífico-Mala-Lima Región
Deportivo Palpa,Aucallama,Julio Lores Colán,Copa Perú,Lima Región,1940.0,84.0,Deportivo Palpa-Aucallama-Lima Región
Deportivo Pirata,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1963.0,61.0,Deportivo Pirata-Santa María-Lima Región
Deportivo San Juan,Végueta,Eleodoro Medina García,Copa Perú,Lima Región,1918.0,106.0,Deportivo San Juan-Végueta-Lima Región
Deportivo Terry,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1959.0,65.0,Deportivo Terry-Huacho-Lima Región
Eleven Boys,Barbablanca,Municipal de Matucana,Copa Perú,Lima Región,1957.0,67.0,Eleven Boys-Barbablanca-Lima Región
Estudiantes Unidos,Ayaviri,Municipal de Yauyos,Copa Perú,Lima Región,1983.0,41.0,Estudiantes Unidos-Ayaviri-Lima Región
Estudiantes Unidos,Tomas,Municipal de Yauyos,Copa Perú,Lima Región,1957.0,67.0,Estudiantes Unidos-Tomas-Lima Región
Estudiantil Luriama,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1952.0,72.0,Estudiantil Luriama-Santa María-Lima Región
Francisco Bolognesi de Chonta,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1923.0,101.0,Francisco Bolognesi de Chonta-Santa María-Lima Región
Fortuna de Amay,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1932.0,92.0,Fortuna de Amay-Huacho-Lima Región
Héroes de la Breña,Huarochirí,Santa Cruz,Copa Perú,Lima Región,1911.0,113.0,Héroes de la Breña-Huarochirí-Lima Región
Independiente Cerro Blanco,Paramonga,Alejandro Gonzales,Copa Perú,Lima Región,1941.0,83.0,Independiente Cerro Blanco-Paramonga-Lima Región
Independiente de Cañete,Cañete,Roberto Yáñez,Copa Perú,Lima Región,1939.0,85.0,Independiente de Cañete-Cañete-Lima Región
Independiente Huampará,Huampará,Municipal de Yauyos,Copa Perú,Lima Región,1959.0,65.0,Independiente Huampará-Huampará-Lima Región
Independiente Rontoy,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1952.0,72.0,Independiente Rontoy-Huaura-Lima Región
Jorge Chávez,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1914.0,110.0,Jorge Chávez-Huaura-Lima Región
José Correa,Paramonga,Alejandro Gonzales,Copa Perú,Lima Región,1945.0,79.0,José Correa-Paramonga-Lima Región
José de San Martín,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1914.0,110.0,José de San Martín-Huaura-Lima Región
José de San Martín,Végueta,Eleodoro Medina García,Copa Perú,Lima Región,1935.0,89.0,José de San Martín-Végueta-Lima Región
José Olaya,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1922.0,102.0,José Olaya-Barranca-Lima Región
José Olaya de Chambara,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1983.0,41.0,José Olaya de Chambara-Sayán-Lima Región
Juvenil Deportivo América,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1961.0,63.0,Juvenil Deportivo América-Sayán-Lima Región
Juvenil Independiente,Sayán,Municipal de Sayán,Copa Perú,Lima Región,1943.0,81.0,Juvenil Independiente-Sayán-Lima Región
Juventud 2001 Chancayllo,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1979.0,45.0,Juventud 2001 Chancayllo-Chancay-Lima Región
Juventud Barranco,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1963.0,61.0,Juventud Barranco-Huacho-Lima Región
Juventud Chiu Chiu,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1980.0,44.0,Juventud Chiu Chiu-Barranca-Lima Región
Juventud Cruz de Chonta,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1976.0,48.0,Juventud Cruz de Chonta-Santa María-Lima Región
Juventud Gloria de Quepepampa,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1959.0,65.0,Juventud Gloria de Quepepampa-Chancay-Lima Región
Juventud Huracán,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1982.0,42.0,Juventud Huracán-Supe-Lima Región
Juventud La Esperanza,Hualmay,Municipal de Hualmay,Copa Perú,Lima Región,1966.0,58.0,Juventud La Esperanza-Hualmay-Lima Región
Juventud La Palma,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1951.0,73.0,Juventud La Palma-Huacho-Lima Región
Juventud Lauriama,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1934.0,90.0,Juventud Lauriama-Barranca-Lima Región
Juventud Miguel Grau,Chilca,Municipal de Chilca,Copa Perú,Lima Región,1939.0,85.0,Juventud Miguel Grau-Chilca-Lima Región
Juventud Milagro,Pativilca,Simón Rodriguez,Copa Perú,Lima Región,1932.0,92.0,Juventud Milagro-Pativilca-Lima Región
Juventud Milagro,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1958.0,66.0,Juventud Milagro-Santa María-Lima Región
Juventud Pacífico,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1963.0,61.0,Juventud Pacífico-Supe-Lima Región
Juventud San Antonio,San Antonio,Eloy Soriano,Copa Perú,Lima Región,1934.0,90.0,Juventud San Antonio-San Antonio-Lima Región
Juventud San Mateo,San Mateo,Municipal de San Mateo,Copa Perú,Lima Región,1944.0,80.0,Juventud San Mateo-San Mateo-Lima Región
Juventud Torre Blanca,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1929.0,95.0,Juventud Torre Blanca-Chancay-Lima Región
Juventud Unión Bienestar,Hualmay,Municipal de Hualmay,Copa Perú,Lima Región,1953.0,71.0,Juventud Unión Bienestar-Hualmay-Lima Región
Juventud Unión Progreso,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1929.0,95.0,Juventud Unión Progreso-Santa María-Lima Región
Juventud Victoria,Supe Puerto,Municipal de Supe Puerto,Copa Perú,Lima Región,1934.0,90.0,Juventud Victoria-Supe Puerto-Lima Región
Lolo Fernández,Huayto,Municipal de Huayto,Copa Perú,Lima Región,1954.0,70.0,Lolo Fernández-Huayto-Lima Región
Los Caimanes,Oyón,Municipal de Pulliagpuquio,Copa Perú,Lima Región,1987.0,37.0,Los Caimanes-Oyón-Lima Región
Mariscal Sucre,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1946.0,78.0,Mariscal Sucre-Huaura-Lima Región
Miguel Grau,Supe Puerto,Municipal de Supe Puerto,Copa Perú,Lima Región,1983.0,41.0,Miguel Grau-Supe Puerto-Lima Región
Nicolás de Piérola,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1979.0,45.0,Nicolás de Piérola-Huacho-Lima Región
Norte Peralvillo,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1970.0,54.0,Norte Peralvillo-Chancay-Lima Región
Once Amigos,Hualmay,Municipal de Hualmay,Copa Perú,Lima Región,1956.0,68.0,Once Amigos-Hualmay-Lima Región
Once Amigos,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1944.0,80.0,Once Amigos-Supe-Lima Región
Peñarol de Chancayllo,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1952.0,72.0,Peñarol de Chancayllo-Chancay-Lima Región
Peñarol de Ichoca,Matucana,Municipal de Matucana,Copa Perú,Lima Región,1920.0,104.0,Peñarol de Ichoca-Matucana-Lima Región
Porteño FBC,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1918.0,106.0,Porteño FBC-Huacho-Lima Región
Porvenir Miraflores,Paramonga,Alejandro Gonzales,Copa Perú,Lima Región,1958.0,66.0,Porvenir Miraflores-Paramonga-Lima Región
Racing Huando,Huaral,Julio Lores Colán,Copa Perú,Lima Región,1959.0,65.0,Racing Huando-Huaral-Lima Región
Real Independiente,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1929.0,95.0,Real Independiente-Santa María-Lima Región
San Cristóbal,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1939.0,85.0,San Cristóbal-Huacho-Lima Región
San Lorenzo de Hualmay,Hualmay,Municipal de Hualmay,Copa Perú,Lima Región,1936.0,88.0,San Lorenzo de Hualmay-Hualmay-Lima Región
San Lorenzo de Porococha,Mala,Municipal de Mala,Copa Perú,Lima Región,1977.0,47.0,San Lorenzo de Porococha-Mala-Lima Región
Santa Rosa de Caldera,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1957.0,67.0,Santa Rosa de Caldera-Huaura-Lima Región
Santa Rosa de La Quincha,Huaral,Julio Lores Colán,Copa Perú,Lima Región,1973.0,51.0,Santa Rosa de La Quincha-Huaral-Lima Región
Santa Rosa de Quisque,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1939.0,85.0,Santa Rosa de Quisque-Coayllo-Lima Región
Social Gloria,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1942.0,82.0,Social Gloria-Santa María-Lima Región
Social Huando,Huaral,Julio Lores Colán,Copa Perú,Lima Región,1950.0,74.0,Social Huando-Huaral-Lima Región
Social La Huaca,Huaral,Julio Lores Colán,Copa Perú,Lima Región,1953.0,71.0,Social La Huaca-Huaral-Lima Región
Social Marítimo,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1937.0,87.0,Social Marítimo-Chancay-Lima Región
Social San Nicolás,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1916.0,108.0,Social San Nicolás-Supe-Lima Región
Social Venus,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1980.0,44.0,Social Venus-Huacho-Lima Región
Sport América,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1952.0,72.0,Sport América-Barranca-Lima Región
Sport Andahuasi,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1917.0,107.0,Sport Andahuasi-Sayán-Lima Región
Sport Arica de Uquira,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1939.0,85.0,Sport Arica de Uquira-Coayllo-Lima Región
Sport Atlántico,Huáñec,Municipal de Yauyos,Copa Perú,Lima Región,1961.0,63.0,Sport Atlántico-Huáñec-Lima Región
Sport Atlético La Rivera,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1967.0,57.0,Sport Atlético La Rivera-Chancay-Lima Región
Sport Bolívar,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1953.0,71.0,Sport Bolívar-Huacho-Lima Región
Sport Boys de Capilla de Asia,Asia,Municipal de Capilla de Asia,Copa Perú,Lima Región,1935.0,89.0,Sport Boys de Capilla de Asia-Asia-Lima Región
Sport Boys de Pueblo Viejo,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1932.0,92.0,Sport Boys de Pueblo Viejo-Santa María-Lima Región
Sport Boys de San Isidro,Végueta,Eleodoro Medina García,Copa Perú,Lima Región,1944.0,80.0,Sport Boys de San Isidro-Végueta-Lima Región
Sport Buenos Aires,Lunahuaná,Municipal de Lunahuaná,Copa Perú,Lima Región,1928.0,96.0,Sport Buenos Aires-Lunahuaná-Lima Región
Sport Carrizales,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1977.0,47.0,Sport Carrizales-Nuevo Imperial-Lima Región
Sport Chacarita,Cañete,Roberto Yáñez,Copa Perú,Lima Región,1939.0,85.0,Sport Chacarita-Cañete-Lima Región
Sport Chancay,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1914.0,110.0,Sport Chancay-Chancay-Lima Región
Sport DENI,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1970.0,54.0,Sport DENI-Nuevo Imperial-Lima Región
Sport Estudiantil Sangrar,Lachaqui,Inguanchi de Lachaqui,Copa Perú,Lima Región,1927.0,97.0,Sport Estudiantil Sangrar-Lachaqui-Lima Región
Sport Grasa,Huara,Manuel Fumagalli,Copa Perú,Lima Región,1959.0,65.0,Sport Grasa-Huara-Lima Región
Sport Humaya,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1914.0,110.0,Sport Humaya-Huaura-Lima Región
Sport Mandamiento,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1917.0,107.0,Sport Mandamiento-Santa María-Lima Región
Sport Nacional,Mala,Municipal de Mala,Copa Perú,Lima Región,1948.0,76.0,Sport Nacional-Mala-Lima Región
Sport Olaya,Matucana,Municipal de Matucana,Copa Perú,Lima Región,1918.0,106.0,Sport Olaya-Matucana-Lima Región
Sport Paramonga,Paramonga,Alejandro Gonzales,Copa Perú,Lima Región,1930.0,94.0,Sport Paramonga-Paramonga-Lima Región
Sport Pensilvania,Santa María,Marcial Villanueva Marcos,Copa Perú,Lima Región,1935.0,89.0,Sport Pensilvania-Santa María-Lima Región
Sport Progreso de Pariamarca,Canta,Municipal de Canta,Copa Perú,Lima Región,1936.0,88.0,Sport Progreso de Pariamarca-Canta-Lima Región
Sport Rosario,Aucallama,Oswaldo Salguero,Copa Perú,Lima Región,1969.0,55.0,Sport Rosario-Aucallama-Lima Región
Sport San Pedro,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1950.0,74.0,Sport San Pedro-Coayllo-Lima Región
Sport Sucre,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1945.0,79.0,Sport Sucre-Barranca-Lima Región
Sporting Barranco,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1947.0,77.0,Sporting Barranco-Huacho-Lima Región
Sporting Tabaco,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1949.0,75.0,Sporting Tabaco-Santa María-Lima Región
Tito Drago FC,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1959.0,65.0,Tito Drago FC-Huacho-Lima Región
Unión Andahuasi,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1927.0,97.0,Unión Andahuasi-Sayán-Lima Región
Unión Buenos Aires,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1924.0,100.0,Unión Buenos Aires-Huacho-Lima Región
Unión Buenos Aires,Pativilca,Simón Rodriguez,Copa Perú,Lima Región,1979.0,45.0,Unión Buenos Aires-Pativilca-Lima Región
Unión Bujama,Mala,Municipal de Mala,Copa Perú,Lima Región,1950.0,74.0,Unión Bujama-Mala-Lima Región
Unión Chancay,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1915.0,109.0,Unión Chancay-Chancay-Lima Región
Unión Estudiantil,Lachaqui,Inguanchi de Lachaqui,Copa Perú,Lima Región,1966.0,58.0,Unión Estudiantil-Lachaqui-Lima Región
Unión Huaral,Huaral,Julio Lores Colán,Segunda División,Lima Región,1948.0,76.0,Unión Huaral-Huaral-Lima Región
Unión Ingenio,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1960.0,64.0,Unión Ingenio-Huaura-Lima Región
Unión Jicamarca,Jicamarca,La Cuarta Maravilla,Copa Perú,Lima Región,1974.0,50.0,Unión Jicamarca-Jicamarca-Lima Región
Unión Juventud,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1952.0,72.0,Unión Juventud-Nuevo Imperial-Lima Región
Unión Juventud Tornameza,Huarochirí,Chihuacoto,Copa Perú,Lima Región,1968.0,56.0,Unión Juventud Tornameza-Huarochirí-Lima Región
Unión Supe,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1955.0,69.0,Unión Supe-Supe-Lima Región
Vasco de Gama,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1955.0,69.0,Vasco de Gama-Chancay-Lima Región
Walter Ormeño,Imperial,Óscar Ramos Cabieses,Copa Perú,Lima Región,1951.0,73.0,Walter Ormeño-Imperial-Lima Región
Alfonso Ugarte,Iquitos,Max Augustín,Copa Perú,Loreto,1934.0,90.0,Alfonso Ugarte-Iquitos-Loreto
Athletic Club Lores,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1922.0,102.0,Athletic Club Lores-Yurimaguas-Loreto
Bolívar,Iquitos,Max Augustín,Copa Perú,Loreto,1978.0,46.0,Bolívar-Iquitos-Loreto
Chacarita Versalles,Iquitos,Max Augustín,Copa Perú,Loreto,1946.0,78.0,Chacarita Versalles-Iquitos-Loreto
CNI,Iquitos,Max Augustín,Copa Perú,Loreto,1926.0,98.0,CNI-Iquitos-Loreto
Comerciantes FC,Iquitos,Max Augustín,Segunda División,Loreto,2018.0,6.0,Comerciantes FC-Iquitos-Loreto
Deportivo Celendín,Iquitos,Max Augustín,Copa Perú,Loreto,1963.0,61.0,Deportivo Celendín-Iquitos-Loreto
Defensor Loma,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1973.0,51.0,Defensor Loma-Yurimaguas-Loreto
Deportivo Salud,San Lorenzo,Max Augustín,Copa Perú,Loreto,2013.0,11.0,Deportivo Salud-San Lorenzo-Loreto
Deportivo UNAP,Iquitos,Max Augustín,Copa Perú,Loreto,1961.0,63.0,Deportivo UNAP-Iquitos-Loreto
Dos de Mayo de Yurimaguas,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1922.0,102.0,Dos de Mayo de Yurimaguas-Yurimaguas-Loreto
Estudiantil CNI,Iquitos,Max Augustín,Copa Perú,Loreto,1997.0,27.0,Estudiantil CNI-Iquitos-Loreto
Estudiantil San Pablo,Requena,Municipal de Requena,Copa Perú,Loreto,1945.0,79.0,Estudiantil San Pablo-Requena-Loreto
Ex Alumnos Agustinos,Iquitos,Max Augustín,Copa Perú,Loreto,1949.0,75.0,Ex Alumnos Agustinos-Iquitos-Loreto
Gonzales Prada,Tamshiyacu,Municipal de Tamshiyacu,Copa Perú,Loreto,1936.0,88.0,Gonzales Prada-Tamshiyacu-Loreto
Hungaritos Agustinos,Iquitos,Max Augustín,Copa Perú,Loreto,1954.0,70.0,Hungaritos Agustinos-Iquitos-Loreto
José Pardo,Iquitos,Max Augustín,Copa Perú,Loreto,1907.0,117.0,José Pardo-Iquitos-Loreto
Juventud Miraflores,Iquitos,Max Augustín,Copa Perú,Loreto,1960.0,64.0,Juventud Miraflores-Iquitos-Loreto
Mariscal Sucre,Moronacocha,Max Augustín,Copa Perú,Loreto,1950.0,74.0,Mariscal Sucre-Moronacocha-Loreto
Politécnico,Iquitos,Max Augustín,Copa Perú,Loreto,1967.0,57.0,Politécnico-Iquitos-Loreto
Red de Salud,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,2014.0,10.0,Red de Salud-Yurimaguas-Loreto
San Gabriel,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1998.0,26.0,San Gabriel-Yurimaguas-Loreto
Sport Bellavista,Punchana,Municipal de Punchana,Copa Perú,Loreto,1985.0,39.0,Sport Bellavista-Punchana-Loreto
Sport Dos de Mayo,Iquitos,Max Augustín,Copa Perú,Loreto,1913.0,111.0,Sport Dos de Mayo-Iquitos-Loreto
Sport Loreto,Iquitos,Max Augustín,Copa Perú,Loreto,1909.0,115.0,Sport Loreto-Iquitos-Loreto
CNB,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1971.0,53.0,CNB-Puerto Maldonado-Madre de Dios
Deportivo Bifi,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1998.0,26.0,Deportivo Bifi-Puerto Maldonado-Madre de Dios
Deportivo Maldonado,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1936.0,88.0,Deportivo Maldonado-Puerto Maldonado-Madre de Dios
Faustino Maldonado,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1969.0,55.0,Faustino Maldonado-Puerto Maldonado-Madre de Dios
Fray Martín,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1961.0,63.0,Fray Martín-Puerto Maldonado-Madre de Dios
Hospital Santa Rosa,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2006.0,18.0,Hospital Santa Rosa-Puerto Maldonado-Madre de Dios
Minsa FBC,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1997.0,27.0,Minsa FBC-Puerto Maldonado-Madre de Dios
Olímpico,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2009.0,15.0,Olímpico-Puerto Maldonado-Madre de Dios
Club Deportivo Las Huaringas,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2007.0,17.0,Club Deportivo Las Huaringas-Puerto Maldonado-Madre de Dios
Sport Club Agropecuario,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1968.0,56.0,Sport Club Agropecuario-Puerto Maldonado-Madre de Dios
Academia Ticsani,Moquegua,25 de noviembre,Copa Perú,Moquegua,1986.0,38.0,Academia Ticsani-Moquegua-Moquegua
Adeba,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2005.0,19.0,Adeba-Ilo-Moquegua
Atlético Huracán,Moquegua,25 de noviembre,Copa Perú,Moquegua,1959.0,65.0,Atlético Huracán-Moquegua-Moquegua
Atlético Ileño,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1963.0,61.0,Atlético Ileño-Ilo-Moquegua
Credicoop San Cristóbal,Moquegua,25 de Noviembre,Copa Perú,Moquegua,2017.0,7.0,Credicoop San Cristóbal-Moquegua-Moquegua
Deportivo Enersur,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2003.0,21.0,Deportivo Enersur-Ilo-Moquegua
Deportivo Municipal de Moquegua,Moquegua,25 de Noviembre,Copa Perú,Moquegua,2015.0,9.0,Deportivo Municipal de Moquegua-Moquegua-Moquegua
Hijos del Altiplano y del Pacífico,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2017.0,7.0,Hijos del Altiplano y del Pacífico-Ilo-Moquegua
Mariscal Nieto,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1966.0,58.0,Mariscal Nieto-Ilo-Moquegua
Peñarol Sporting Club,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1956.0,68.0,Peñarol Sporting Club-Ilo-Moquegua
Social Chalaca,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1956.0,68.0,Social Chalaca-Ilo-Moquegua
Social Episa,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1951.0,73.0,Social Episa-Ilo-Moquegua
Alianza Quiparacra,Quiparacra,Municipal de Quiparacra,Copa Perú,Pasco,1960.0,64.0,Alianza Quiparacra-Quiparacra-Pasco
Alipio Ponce,Yanacancha,Municipal de Yanahuanca,Copa Perú,Pasco,2000.0,24.0,Alipio Ponce-Yanacancha-Pasco
Asociación FBC Rancas,Simón Bolívar,Municipal de Rancas,Copa Perú,Pasco,1965.0,59.0,Asociación FBC Rancas-Simón Bolívar-Pasco
Centro Rancas,Simón Bolívar,Municipal de Rancas,Copa Perú,Pasco,1926.0,98.0,Centro Rancas-Simón Bolívar-Pasco
Columna Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1988.0,36.0,Columna Pasco-Cerro de Pasco-Pasco
Deportivo Municipal de Cerro de Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1941.0,83.0,Deportivo Municipal de Cerro de Pasco-Cerro de Pasco-Pasco
Deportivo UNDAC,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1964.0,60.0,Deportivo UNDAC-Cerro de Pasco-Pasco
Diablos Rojos,Oxapampa,Municipal de Oxapampa,Copa Perú,Pasco,1950.0,74.0,Diablos Rojos-Oxapampa-Pasco
ECOSEM Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,2012.0,12.0,ECOSEM Pasco-Cerro de Pasco-Pasco
Estudiantil Carrión,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1943.0,81.0,Estudiantil Carrión-Cerro de Pasco-Pasco
Independiente Canchacucho,Huayllay,Comunal de Huayllay,Copa Perú,Pasco,1938.0,86.0,Independiente Canchacucho-Huayllay-Pasco
Juventud Estrella Roja,Yanacancha,Comunal de Cajamarquilla,Copa Perú,Pasco,1984.0,40.0,Juventud Estrella Roja-Yanacancha-Pasco
Libertador Mariscal Castilla,Oxapampa,Municipal de Oxapampa,Copa Perú,Pasco,1954.0,70.0,Libertador Mariscal Castilla-Oxapampa-Pasco
San Juan de Yanacocha,Yanacancha,Municipal de Yanahuanca,Copa Perú,Pasco,1950.0,74.0,San Juan de Yanacocha-Yanacancha-Pasco
Social Inca,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1931.0,93.0,Social Inca-Paucartambo-Pasco
Social Paucartambo,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1936.0,88.0,Social Paucartambo-Paucartambo-Pasco
Sociedad Tiro N° 28,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1908.0,116.0,Sociedad Tiro N° 28-Cerro de Pasco-Pasco
Sport Sausa,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1963.0,61.0,Sport Sausa-Cerro de Pasco-Pasco
Sporting Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1995.0,29.0,Sporting Pasco-Cerro de Pasco-Pasco
Unión Minas,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1974.0,50.0,Unión Minas-Cerro de Pasco-Pasco
